LigandID,name,nHBAcc,nHBDon,Lipinski,SLogP,MW,pIC50,MW_violent,LogP_violent,NumHDonors_violent,NumHAcceptors_violent,Ro5_violent,SLogP_violent,nHBDon_violent,nHBAcc_violent,predicted_pic50,Residual,StdResidual
CHEMBL4850780,CNc1cc(Oc2ccc(NC(=O)Nc3cccc(C(C)(C)C)c3)cc2)ncn1,5,3,0,5.252100000000004,391.2008250400007,6.4,Non-violent,1.0,0.0,0.0,1,Violent,Non-violent,Non-violent,6.258411111791795,0.14158888820820525,0.39
CHEMBL3651611,COC(=O)N[C@@H](C)CNc1nccc(-c2nc(C(C)(C)C)[nH]c2-c2cc(Cl)cc(NS(=O)(=O)CC(C)C)c2)n1,8,4,0,5.038700000000004,577.223801312001,9.52,Violent,1.0,0.0,0.0,2,Violent,Non-violent,Non-violent,9.404166321213486,0.11583367878651352,0.32
CHEMBL4290513,S=C(Nc1ccccc1)N1N=C(c2ccc(Br)cc2)CC1c1ccc2c(c1)OCCO2,4,1,0,5.768400000000004,493.0459599800005,4.73,Non-violent,1.0,0.0,0.0,1,Violent,Non-violent,Non-violent,4.616060558054294,0.11393944194570604,0.31
CHEMBL476067,O=C(Nc1ccc(Oc2ccnc3[nH]c(=O)[nH]c23)cc1)Nc1ccc(C(F)(F)F)cc1,4,4,1,4.7063000000000015,429.1048739680004,4.0,Non-violent,0.0,0.0,0.0,0,Non-violent,Non-violent,Non-violent,4.495762901419296,-0.4957629014192957,-1.36
CHEMBL1808261,CC(C)c1nc(-c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2)c(-c2ccnc(Nc3ccc(N4CCOCC4)nc3)n2)s1,10,2,0,6.444700000000006,649.1741362280009,8.92,Violent,1.0,0.0,0.0,2,Violent,Non-violent,Non-violent,8.690068957229789,0.22993104277021104,0.63
CHEMBL3916543,COc1ccc(Cl)cc1N1C(=O)c2ccccc2C1(O)c1ccc2c(c1)NC(=O)CO2,5,2,1,3.533300000000001,436.0825993240004,6.0,Non-violent,0.0,0.0,0.0,0,Non-violent,Non-violent,Non-violent,6.215264831121968,-0.21526483112196804,-0.59
CHEMBL2336824,CN(C)CCOc1ccc(-c2nc(-c3ccc(C(O)C(F)(F)F)cc3)c(-c3ccncc3)[nH]2)cc1,5,2,0,5.341800000000005,482.1929607000008,5.0,Non-violent,1.0,0.0,0.0,1,Violent,Non-violent,Non-violent,5.147416882594097,-0.14741688259409713,-0.4
CHEMBL1276196,Fc1cc(N2C[C@@H]3C[C@H]2CN3C2CCC2)cc(F)c1-c1ccnc2c(-c3cccc4[nH]ncc34)c(-c3ccncc3)nn12,7,1,0,6.095200000000006,574.2404993360008,9.49,Violent,1.0,0.0,0.0,2,Violent,Non-violent,Non-violent,9.348047687370451,0.14195231262954877,0.39
CHEMBL3814834,CNS(=O)(=O)c1ccc(N(C)C)c(Nc2ncnc3cc(OC)cc(OC)c23)c1,8,2,1,2.364699999999999,417.1470752160006,7.1,Non-violent,0.0,0.0,0.0,0,Non-violent,Non-violent,Non-violent,6.493280088206661,0.6067199117933386,1.67
CHEMBL2070549,Cc1ccc(N2C(=O)/C(=C\c3ccc(-c4ccc(C(=O)O)c(Cl)c4)o3)C(=O)NC2=S)cc1,5,2,1,4.437920000000004,466.0390202600004,5.49,Non-violent,0.0,0.0,0.0,0,Non-violent,Non-violent,Non-violent,5.271936146316202,0.21806385368379821,0.6
CHEMBL4169626,Cn1ncc2c(Oc3ccc4c(c3)nc(Nc3cccc(C(F)(F)F)c3)n4C)ncnc21,8,1,1,4.804700000000002,439.13684279200055,6.32,Non-violent,0.0,0.0,0.0,0,Non-violent,Non-violent,Non-violent,6.504125069452584,-0.184125069452584,-0.51
CHEMBL523129,Cn1c(=O)[nH]c2c(Oc3ccc(NC(=O)Nc4ccc(Cl)c(C(F)(F)F)c4)cc3)ccnc21,5,3,0,5.3701000000000025,477.0815516800004,7.35,Non-violent,1.0,0.0,0.0,1,Violent,Non-violent,Non-violent,7.406202176039842,-0.05620217603984212,-0.15
CHEMBL3967893,Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1-c1cc(N2CCOCC2)nc(N2CCOCC2)n1,7,1,0,4.396320000000004,527.2144244160008,9.48,Violent,0.0,0.0,0.0,1,Non-violent,Non-violent,Non-violent,9.113661376073496,0.36633862392650407,1.01
CHEMBL3910376,O=C(Nc1nc2cc(C3(O)c4ccccc4C(=O)N3Cc3ccccc3)ccc2[nH]1)OCC1CCOC1,6,3,1,3.9973000000000014,498.1903199320007,7.0,Non-violent,0.0,0.0,0.0,0,Non-violent,Non-violent,Non-violent,7.017627761182817,-0.01762776118281728,-0.05
CHEMBL3969226,Cc1ccc(NC(=O)c2cc(C(C)(C)C)nn2C)cc1-n1cc(-c2cncc(N3CCN(C)CC3)c2)nn1,9,1,0,3.6728200000000015,513.2964567400011,8.1,Violent,0.0,0.0,0.0,1,Non-violent,Non-violent,Non-violent,7.814793975511585,0.2852060244884145,0.78
CHEMBL591258,O=C(Nc1ccc(Oc2cccc3[nH]c(=O)[nH]c23)cc1)c1ccccc1,3,3,1,3.900800000000001,345.1113413400004,4.0,Non-violent,0.0,0.0,0.0,0,Non-violent,Non-violent,Non-violent,4.369896987775125,-0.3698969877751246,-1.02
CHEMBL1780152,Cn1cc(-c2ccc(-c3cn[nH]n3)cc2)c(-c2ccncc2)n1,5,1,1,2.9342000000000006,302.1279944480004,7.26,Non-violent,0.0,0.0,0.0,0,Non-violent,Non-violent,Non-violent,6.857165559975284,0.4028344400247157,1.11
CHEMBL3694220,Cc1ccc(C(=O)Nc2cc(N(C)CCN(C)C)cc(C(F)(F)F)c2)cc1Nc1ncnc2cnc(N3CCCCCC3)nc12,9,2,0,6.121120000000006,621.3151414960012,8.15,Violent,1.0,0.0,0.0,2,Violent,Non-violent,Non-violent,8.360740765684183,-0.2107407656841822,-0.58
CHEMBL3955478,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(N(C)C)nc4)cc23)c1F,6,2,1,4.351800000000003,499.1489670360007,7.0,Non-violent,0.0,0.0,0.0,0,Non-violent,Non-violent,Non-violent,7.775988908474748,-0.7759889084747478,-2.13
CHEMBL3927350,CCNc1nccc(C2=C(c3cc(Cl)cc(NS(=O)(=O)c4cc(F)ccc4F)c3F)C(=O)C(C)(C)O2)n1,7,2,0,5.026100000000003,552.0845884600004,8.55,Violent,1.0,0.0,0.0,2,Violent,Non-violent,Non-violent,8.081327409550896,0.4686725904491045,1.29
CHEMBL3697902,Cc1ccc(C(=O)Nc2cc(C(C)(C)C)on2)cc1Nc1ncnc2cnc(NCC3CCOC3)nc12,10,3,0,4.458020000000002,502.2440868200009,8.7,Violent,0.0,0.0,0.0,1,Non-violent,Non-violent,Non-violent,8.615475115980647,0.08452488401935199,0.23
CHEMBL3957464,Cc1ccc(C(=O)Nc2cc(C(C)(C)C)on2)cc1-n1cc(-c2cncc(N3CCN(C)C(C)C3)c2)nn1,9,1,0,4.315820000000003,514.280472328001,7.68,Violent,0.0,0.0,0.0,1,Non-violent,Non-violent,Non-violent,7.895731151039016,-0.21573115103901586,-0.59
CHEMBL2315074,Nc1ncc(-c2cccnc2)c2scc(-c3cccc(NC(=O)NC4CCCCC4)c3)c12,5,3,0,6.061700000000004,443.1779814200007,7.51,Non-violent,1.0,0.0,0.0,1,Violent,Non-violent,Non-violent,6.649786608794188,0.8602133912058116,2.36
CHEMBL3951234,O=C1c2ccccc2C(O)(c2ccc3[nH]c(NC(=O)C(O)(C(F)(F)F)C(F)(F)F)nc3c2)N1Cc1ccccc1,5,4,0,4.206500000000002,564.1232243760005,6.0,Violent,0.0,0.0,0.0,1,Non-violent,Non-violent,Non-violent,6.272453405753977,-0.2724534057539767,-0.75
CHEMBL2070584,Cc1ccc(N2C(=O)/C(=C\c3ccc(CN(CCC#N)S(C)(=O)=O)o3)C(=O)NC2=S)cc1,7,1,1,2.0946,472.0875117400004,6.01,Non-violent,0.0,0.0,0.0,0,Non-violent,Non-violent,Non-violent,6.264760863008974,-0.2547608630089746,-0.7
CHEMBL4217207,CNC(=O)c1cc(Oc2ccc(C3=NNC(c4cccc(Br)c4)C3)cc2)ccn1,5,2,1,4.434700000000003,450.06913794800056,5.47,Non-violent,0.0,0.0,0.0,0,Non-violent,Non-violent,Non-violent,5.118329089015917,0.3516709109840823,0.97
CHEMBL3661311,COc1cccc(-c2ccc3ncnc(Nc4cccc5[nH]ncc45)c3c2)c1,5,2,1,4.925300000000002,367.1433101640005,6.42,Non-violent,0.0,0.0,0.0,0,Non-violent,Non-violent,Non-violent,6.366282980167509,0.053717019832491,0.15
CHEMBL3929286,COC(=O)Nc1nc2ccc(C(=O)c3ccccc3C(=O)Nc3cccc(Br)c3)cc2[nH]1,5,3,1,4.987000000000003,492.04331712400057,7.0,Non-violent,0.0,0.0,0.0,0,Non-violent,Non-violent,Non-violent,6.963925305809762,0.0360746941902379,0.1
CHEMBL4282640,S=C(Nc1ccccc1)N1N=C(c2ccc(Cl)cc2)CC1c1ccc2c(c1)OCCO2,4,1,0,5.659300000000004,449.0964755600005,3.7,Non-violent,1.0,0.0,0.0,1,Violent,Non-violent,Non-violent,3.91700618930586,-0.2170061893058599,-0.6
CHEMBL2165050,COc1ccc(Nc2nccnc2-c2nc(C)nc(N)n2)cn1,9,2,1,1.3664199999999995,310.12905706800046,6.0,Non-violent,0.0,0.0,0.0,0,Non-violent,Non-violent,Non-violent,5.731253609289953,0.2687463907100467,0.74
CHEMBL4850964,CNc1cc(Oc2ccc(NC(=O)Nc3cccc(C(C)F)c3)cc2)ncn1,5,3,1,4.985100000000003,381.1601031000006,6.0,Non-violent,0.0,0.0,0.0,0,Non-violent,Non-violent,Non-violent,6.055969613779922,-0.055969613779922156,-0.15
CHEMBL3981425,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(S(C)(=O)=O)cc4)cc23)c1F,6,2,0,4.294300000000003,533.0890692120006,8.0,Violent,0.0,0.0,0.0,1,Non-violent,Non-violent,Non-violent,7.892572674977954,0.1074273250220461,0.29
CHEMBL3697824,Cc1ccc(C(=O)Nc2cc(C(F)(F)F)ccn2)cc1Nc1ncnc2cnc(N(C)CCN(C)C)nc12,9,2,0,4.135720000000004,525.2212411120008,8.22,Violent,0.0,0.0,0.0,1,Non-violent,Non-violent,Non-violent,8.411824398946381,-0.19182439894638037,-0.53
CHEMBL3893769,Cc1ccc(C(=O)Nc2cc(C(C)(C)C)on2)cc1-n1cc(-c2cncc(N3CCN(C)CC3)c2)nn1,9,1,0,3.9273200000000026,500.264822264001,8.1,Violent,0.0,0.0,0.0,1,Non-violent,Non-violent,Non-violent,7.929061802178301,0.17093819782169906,0.47
CHEMBL3895431,CC#CCOC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3Cc3ccccc3)ccc2[nH]1,5,3,1,3.9841000000000015,466.1641051840007,7.0,Non-violent,0.0,0.0,0.0,0,Non-violent,Non-violent,Non-violent,7.103129470122091,-0.10312947012209062,-0.28
CHEMBL3697738,Cc1ccc(C(=O)Nc2ccc3c(c2)C(C)(C)C(=O)N3CCN2CCCC2)cc1Nc1ncnc2cnc(N3CCOCC3)nc12,10,2,0,4.280720000000003,621.3175861080013,8.7,Violent,0.0,0.0,0.0,1,Non-violent,Non-violent,Non-violent,8.213391056122742,0.4866089438772576,1.34
CHEMBL3697930,COc1ccc(NC(=O)c2ccc(F)c(Nc3ncnc4cnc(NC5CCOC5)nc34)c2)cc1C(F)(F)F,9,3,0,4.783000000000003,543.1642004120006,9.0,Violent,0.0,0.0,0.0,1,Non-violent,Non-violent,Non-violent,9.000925792042732,-0.000925792042732354,-0.0
CHEMBL3697858,Cc1ccc(C(=O)Nc2nnc(C(F)(F)F)s2)cc1Nc1ncnc2cnc(N3CCOCC3)nc12,11,2,0,3.431020000000001,517.1256264760005,6.7,Violent,0.0,0.0,1.0,2,Non-violent,Non-violent,Violent,6.447680179101047,0.2523198208989532,0.69
CHEMBL1088439,Oc1cc(-c2c(-c3ccncc3)nn3c(-c4ccc(N5C[C@@H]6C[C@H]5CN6)cc4)ccnc23)ccc1F,7,2,1,4.520500000000003,478.1917375760007,9.49,Non-violent,0.0,0.0,0.0,0,Non-violent,Non-violent,Non-violent,9.39859606805986,0.09140393194014074,0.25
CHEMBL2337912,CC(C)c1nc(-c2cccc(NS(=O)(=O)c3cccc(F)c3)c2)c(-c2ccnc(NC3CC3)n2)s1,7,2,0,5.9047000000000045,509.1355452280008,7.52,Violent,1.0,0.0,0.0,2,Violent,Non-violent,Non-violent,7.765314781488828,-0.2453147814888288,-0.67
CHEMBL3641055,Cc1ccc(C(=O)Nc2cccc(C(C)(C)C)c2)cc1Nc1ncnc2cnc(NCc3ccccc3)nc12,7,3,0,6.633720000000005,517.259008612001,9.0,Violent,1.0,0.0,0.0,2,Violent,Non-violent,Non-violent,8.74502337226128,0.25497662773872065,0.7
CHEMBL2023330,CCCS(=O)(=O)Nc1ccc(F)c(-c2ccc3ccncc3n2)c1F,4,1,1,3.726700000000002,363.0853041600005,5.44,Non-violent,0.0,0.0,0.0,0,Non-violent,Non-violent,Non-violent,5.507618357030866,-0.06761835703086572,-0.19
CHEMBL3908401,Cc1cc(S(=O)(=O)Nc2ccc(F)c(Nc3ncccc3-c3ncnc4[nH]cnc34)c2F)c(C)o1,8,3,1,4.447340000000002,497.10816484400056,7.82,Non-violent,0.0,0.0,0.0,0,Non-violent,Non-violent,Non-violent,7.360889446009961,0.4591105539900395,1.26
CHEMBL2011294,COc1ccc(-n2nc(-c3ccncc3)c(-c3ccc(F)cc3)c2N)cc1,5,1,1,4.331200000000003,360.1386393840005,6.07,Non-violent,0.0,0.0,0.0,0,Non-violent,Non-violent,Non-violent,5.833440156950371,0.23655984304962896,0.65
CHEMBL3983221,C#Cc1cccc(N2C(=O)c3ccccc3C2(O)c2ccc3c(c2)NC(=O)CO3)c1,4,2,1,2.8526000000000007,396.11100699200045,7.0,Non-violent,0.0,0.0,0.0,0,Non-violent,Non-violent,Non-violent,6.432122128768844,0.5678778712311559,1.56
CHEMBL3728421,O=C(c1c(F)ccc(NS(=O)(=O)c2cc(F)ccc2F)c1F)c1c[nH]c2ncncc12,5,2,1,3.546100000000002,450.04097406000034,5.0,Non-violent,0.0,0.0,0.0,0,Non-violent,Non-violent,Non-violent,5.191657890722838,-0.1916578907228379,-0.53
CHEMBL3904596,COc1ncc(-c2cc(NC(=O)c3ccnc(C(C)(C)C#N)c3)ccc2C)cc1N1CCOCC1,7,1,1,4.350700000000003,471.2270397880008,8.42,Non-violent,0.0,0.0,0.0,0,Non-violent,Non-violent,Non-violent,8.491516708668836,-0.07151670866883642,-0.2
CHEMBL3694140,CN(C)CCNc1ncc2ncnc(Nc3cc(C(=O)Nc4cc(C(C)(C)C)on4)ccc3Cl)c2n1,10,3,0,4.328100000000003,509.2054488160008,8.7,Violent,0.0,0.0,0.0,1,Non-violent,Non-violent,Non-violent,8.427886610054054,0.2721133899459449,0.75
CHEMBL1822263,COc1n[nH]c2ncc(NC(=O)c3c(F)ccc(NS(=O)(=O)c4cn(C)cn4)c3F)cc12,8,3,1,2.0313,463.0874294000004,6.49,Non-violent,0.0,0.0,0.0,0,Non-violent,Non-violent,Non-violent,7.01362016311986,-0.52362016311986,-1.44
CHEMBL473622,COc1cncc(NC(=O)c2cc(NC(=O)c3cccc(C(C)(C)C#N)c3)ccc2C)c1,5,2,1,4.704400000000003,428.1848406280007,7.85,Non-violent,0.0,0.0,0.0,0,Non-violent,Non-violent,Non-violent,7.60751768778268,0.24248231221731942,0.67
CHEMBL3984219,CC(F)(F)c1cc(F)cc(NC(=O)Nc2ccc(Oc3ccnc(NC(=O)C4CC4)c3)cc2F)c1,4,3,0,6.256300000000004,488.1471533800006,8.05,Non-violent,1.0,0.0,0.0,1,Violent,Non-violent,Non-violent,7.834335971744525,0.2156640282554756,0.59
CHEMBL3923610,CCCS(=O)(=O)Nc1cccc(C(=O)c2c[nH]c3ncc(-c4cnc(N(C)C)nc4)cc23)c1F,7,2,1,3.607700000000002,482.1536378160008,8.0,Non-violent,0.0,0.0,0.0,0,Non-violent,Non-violent,Non-violent,7.784681559131811,0.21531844086818896,0.59
CHEMBL4459568,Cc1ccc2c(Nc3cccc(C(F)(F)F)c3)nccc2c1C#Cc1nn(C(C)C)c2ncnc(N)c12,7,2,0,6.008220000000003,501.1888783640008,7.68,Violent,1.0,0.0,0.0,2,Violent,Non-violent,Non-violent,6.991347926753524,0.6886520732464758,1.89
CHEMBL3899076,CC(C)CC1(C)OC(c2ccnc(NCCC#N)n2)=C(c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)C1=O,8,2,0,5.292680000000004,585.1657599720007,8.02,Violent,1.0,0.0,0.0,2,Violent,Non-violent,Non-violent,7.519331442347061,0.5006685576529382,1.37
CHEMBL3661284,CCCS(=O)(=O)Nc1cccc(-c2ccc3ncnc(Nc4cccc5[nH]ncc45)c3c2)c1,6,3,0,5.068400000000003,458.1524949440007,6.84,Non-violent,1.0,0.0,0.0,1,Violent,Non-violent,Non-violent,6.562444870317574,0.2775551296824261,0.76
CHEMBL522581,COc1cccc(CC(=O)Nc2ccc(Oc3ccnc4[nH]c(=O)[nH]c34)cc2)c1,5,3,1,3.2333000000000007,390.13280505600056,5.0,Non-violent,0.0,0.0,0.0,0,Non-violent,Non-violent,Non-violent,4.970742466867592,0.029257533132407865,0.08
CHEMBL3948985,Cc1ccc(C(=O)Nc2cc(C(C)(C)C)on2)cc1-n1cc(-c2cncc(NC3CCOCC3)c2)nn1,9,2,0,4.766420000000003,501.2488378520009,8.0,Violent,0.0,0.0,0.0,1,Non-violent,Non-violent,Non-violent,8.057734216590465,-0.057734216590464627,-0.16
CHEMBL475799,Cc1ccc(NC(=O)c2cccc(C(C)(C)C#N)c2)cc1C(=O)Nc1cnc(N)c(Cl)c1,5,3,1,4.931400000000003,447.14620262400064,7.8,Non-violent,0.0,0.0,0.0,0,Non-violent,Non-violent,Non-violent,8.008657613323459,-0.20865761332345922,-0.57
CHEMBL3937081,Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1-c1nc(N2CCOCC2)cc(N2CCOCC2)n1,7,1,0,4.396320000000004,527.2144244160008,8.7,Violent,0.0,0.0,0.0,1,Non-violent,Non-violent,Non-violent,8.546177829631308,0.1538221703686915,0.42
CHEMBL3914631,Cc1cc(NC(=O)Nc2cc(C(C)(F)F)ccc2F)ccc1Oc1cc(NC(=O)C2CC2)ncn1,5,3,0,5.820620000000003,485.1674742240006,6.95,Non-violent,1.0,0.0,0.0,1,Violent,Non-violent,Non-violent,7.132781662193377,-0.18278166219337688,-0.5
CHEMBL3936964,Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1-c1cc(N2CCOCC2)c2nccn2n1,6,1,1,4.812420000000005,481.1725596040007,8.81,Non-violent,0.0,0.0,0.0,0,Non-violent,Non-violent,Non-violent,8.557055209625823,0.25294479037417794,0.69
CHEMBL1822251,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3[nH]nc(OCC)c3c2)c1F,6,3,1,3.038800000000001,439.1125815280006,8.62,Non-violent,0.0,0.0,0.0,0,Non-violent,Non-violent,Non-violent,8.440869042281438,0.17913095771856113,0.49
CHEMBL3971983,Cc1ccc(NC(=O)c2ccnc(C(C)(C)C#N)c2)cc1-c1cc2[nH]cnc2c(N2CCOCC2)n1,7,2,1,4.218400000000003,481.2226231040008,8.04,Non-violent,0.0,0.0,0.0,0,Non-violent,Non-violent,Non-violent,8.184875300564482,-0.1448753005644825,-0.4
CHEMBL3903859,Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1-c1cc(N2C3CCC2COC3)nc(N2CCOCC2)n1,7,1,0,4.927320000000005,553.2300744800009,8.83,Violent,0.0,0.0,0.0,1,Non-violent,Non-violent,Non-violent,8.709584071569786,0.12041592843021398,0.33
CHEMBL3932536,CCC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3Cc3ccccc3)ccc2[nH]1,4,3,1,3.7608000000000015,426.16919056400064,7.0,Non-violent,0.0,0.0,0.0,0,Non-violent,Non-violent,Non-violent,6.892397159997028,0.10760284000297204,0.3
CHEMBL3697816,Cc1ccc(C(=O)Nc2cccc(OC(F)(F)F)c2)cc1Nc1ncnc2cnc(N3CCCC3)nc12,8,2,0,5.222920000000004,509.1787076040008,7.7,Violent,1.0,0.0,0.0,2,Violent,Non-violent,Non-violent,8.439142302550003,-0.739142302550003,-2.03
CHEMBL3694146,COc1ccc(C(=O)Nc2cc(C(C)(C)C)on2)cc1Nc1ncnc2cnc(N(C)C)nc12,10,2,1,3.775800000000002,462.21278669200086,8.1,Non-violent,0.0,0.0,0.0,0,Non-violent,Non-violent,Non-violent,8.288133812831974,-0.18813381283197472,-0.52
CHEMBL3977879,Cc1ccc(C(=O)Nc2cc(C(C)(C)C)on2)cc1-n1cc(-c2cncc(N3CCN(C4CCCC4)CC3)c2)nn1,9,1,0,5.2401200000000046,554.3117724560011,7.85,Violent,1.0,0.0,0.0,2,Violent,Non-violent,Non-violent,7.809383125571627,0.04061687442837236,0.11
CHEMBL4241486,O=C(N/N=C1\CC2(CCCCC2)Oc2c1ccc1ccccc21)C1C2CC3CC(C2)CC1C3,3,1,0,6.217800000000007,442.26202832800095,5.59,Non-violent,1.0,0.0,0.0,1,Violent,Non-violent,Non-violent,5.272727324943894,0.3172726750561061,0.87
CHEMBL1276168,Cc1cc(N2C[C@@H]3C[C@H]2CN3C)ccc1-c1ccnc2c(-c3cccc4[nH]ncc34)c(-c3ccncc3)nn12,7,1,0,5.202720000000005,512.2436928960009,9.29,Violent,1.0,0.0,0.0,2,Violent,Non-violent,Non-violent,9.090723650060838,0.19927634993916143,0.55
CHEMBL3651706,COC(=O)N[C@@H](C)CNc1nccc(-c2nc(C3CC3)[nH]c2-c2cc(F)cc(NS(C)(=O)=O)c2Cl)n1,8,4,0,3.731500000000002,537.1361291800007,9.4,Violent,0.0,0.0,0.0,1,Non-violent,Non-violent,Non-violent,9.073376578029848,0.3266234219701527,0.9
CHEMBL3697847,Cc1ccc(C(=O)NCc2ccc(C(C)(C)C)cc2)cc1Nc1ncnc2cnc(N3CCOCC3)nc12,8,2,0,4.535920000000004,511.26957329600106,6.94,Violent,0.0,0.0,0.0,1,Non-violent,Non-violent,Non-violent,7.039750044372343,-0.09975004437234247,-0.27
CHEMBL3694047,Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1Nc1ncnc2c(N)nc(N3CCCN(C)CC3)nc12,9,3,0,4.467020000000002,551.236891176001,7.39,Violent,0.0,0.0,0.0,1,Non-violent,Non-violent,Non-violent,7.746999657248857,-0.3569996572488572,-0.98
CHEMBL3727754,O=C(c1cccc(NS(=O)(=O)c2cc(F)ccc2F)c1F)c1c[nH]c2ncncc12,5,2,1,3.407000000000001,432.0503958720004,5.0,Non-violent,0.0,0.0,0.0,0,Non-violent,Non-violent,Non-violent,5.098629261212079,-0.09862926121207938,-0.27
CHEMBL3641208,Cc1ccc(C(=O)Nc2ccnc(C(C)(C)C)c2)cc1Nc1ncnc2cnc(N3CCC(CN4CCCC4)CC3)nc12,9,2,0,5.728820000000005,579.3434069320012,8.52,Violent,1.0,0.0,0.0,2,Violent,Non-violent,Non-violent,8.666074272995813,-0.1460742729958131,-0.4
CHEMBL201576,CC(=O)Nc1cccc(-c2cncc(NCc3ccc4c(c3)OCO4)n2)c1,6,2,1,3.442800000000001,362.1378904360005,5.42,Non-violent,0.0,0.0,0.0,0,Non-violent,Non-violent,Non-violent,5.114786376193185,0.30521362380681527,0.84
CHEMBL516494,COc1ccc(OC)c(C(O)c2coc3ccc(O)c(CN4CCOCC4)c23)c1,7,2,1,3.069500000000001,399.1681875200008,4.0,Non-violent,0.0,0.0,0.0,0,Non-violent,Non-violent,Non-violent,4.437022387305573,-0.4370223873055732,-1.2
CHEMBL3641186,COc1ncc2ncnc(Nc3cc(C(=O)Nc4cc(C(C)(C)C)n[nH]4)ccc3C)c2n1,8,3,1,3.753320000000002,432.2022220080008,8.52,Non-violent,0.0,0.0,0.0,0,Non-violent,Non-violent,Non-violent,8.481408392519363,0.038591607480636725,0.11
CHEMBL2070579,Cc1ccc(N2C(=O)/C(=C\c3ccc(-c4ccc(F)cc4)o3)C(=O)NC2=S)cc1,4,1,1,4.225420000000003,406.0787415600004,5.39,Non-violent,0.0,0.0,0.0,0,Non-violent,Non-violent,Non-violent,5.773752310255872,-0.383752310255872,-1.05
CHEMBL1092538,O=C(Nc1cccc(-c2ccnc3cc(-c4cccc(C(F)(F)F)c4)nn23)c1)c1cccc(C(F)(F)F)c1,4,1,0,7.353200000000005,526.1228304520005,5.0,Violent,1.0,0.0,0.0,2,Violent,Non-violent,Non-violent,5.312626152095635,-0.3126261520956346,-0.86
CHEMBL3689944,COc1ccc(C(C)(C)C)cc1NC(=O)c1ccc(C)c(Nc2ncnc3c(N)nc(N4CCN(C)CC4)nc23)c1,10,3,0,4.364220000000002,555.3070214240013,7.68,Violent,0.0,0.0,0.0,1,Non-violent,Non-violent,Non-violent,8.034755639237513,-0.3547556392375135,-0.97
CHEMBL3694111,COc1ccc(NC(=O)c2ccc(C(F)(F)F)c(Nc3ncnc4cnc(N5CCCCC5)nc34)c2)cc1C(F)(F)F,8,2,0,6.452200000000004,591.1817422960007,6.0,Violent,1.0,0.0,0.0,2,Violent,Non-violent,Non-violent,6.267122340906372,-0.2671223409063721,-0.73
CHEMBL4519570,COc1ccc(/N=N\c2ccc(F)c(C(=O)Nc3cnc4[nH]nc(OC)c4c3)c2F)cc1,7,2,1,4.921000000000002,438.1251948120005,6.33,Non-violent,0.0,0.0,0.0,0,Non-violent,Non-violent,Non-violent,6.406909326630228,-0.07690932663022831,-0.21
CHEMBL3930988,Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1-c1cc(N2CCOCC2)cn(C)c1=O,5,1,1,4.468420000000004,471.1769762880007,7.64,Non-violent,0.0,0.0,0.0,0,Non-violent,Non-violent,Non-violent,8.051596626153838,-0.4115966261538384,-1.13
CHEMBL3975651,O=C1COc2ccc(C3(O)c4ccccc4C(=O)N3c3cccc(CO)c3)cc2N1,5,3,1,2.3636,402.1215716760005,6.0,Non-violent,0.0,0.0,0.0,0,Non-violent,Non-violent,Non-violent,6.082112361079677,-0.08211236107967679,-0.23
CHEMBL3961613,O=C(Nc1ccc(Oc2ccnc(NC(=O)C3CC3)c2)c(F)c1)Nc1cc(C(F)(F)F)ccc1Cl,4,3,0,6.677700000000002,508.0925309640005,7.37,Violent,1.0,0.0,0.0,2,Violent,Non-violent,Non-violent,7.654063667765452,-0.28406366776545156,-0.78
CHEMBL3972019,O=C1c2ccccc2C(O)(c2ccc3[nH]ccc3c2)N1Cc1ccccc1,2,2,1,4.017300000000002,354.1368278160005,5.0,Non-violent,0.0,0.0,0.0,0,Non-violent,Non-violent,Non-violent,5.13137062000934,-0.1313706200093403,-0.36
CHEMBL3968190,CC(C)(C)c1nc2c(s1)c1nc(N)ncc1c1ccc(NS(=O)(=O)c3c(F)cccc3F)c(F)c12,7,2,0,5.490500000000003,517.0854014760005,6.55,Violent,1.0,0.0,0.0,2,Violent,Non-violent,Non-violent,7.1300409249927394,-0.5800409249927396,-1.59
CHEMBL3694057,Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1Nc1ncnc2c(N)nc(N3CCCN(c4ccncc4)CC3)nc12,10,3,0,5.436820000000004,614.247790208001,8.15,Violent,1.0,0.0,0.0,2,Violent,Non-violent,Non-violent,7.917292242903965,0.2327077570960352,0.64
